Geolocation,Commodity,Date,Price,Commodity_Type
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2021-11-01,13.56,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2021-12-01,13.81,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-01-01,20.04,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-02-01,19.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-03-01,24.22,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-04-01,24.42,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-05-01,24.51,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-06-01,19.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-07-01,19.12,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-08-01,24.8,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-09-01,19.23,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-10-01,19.81,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-11-01,19.88,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2022-12-01,12.19,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-01-01,27.21,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-02-01,27.95,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-03-01,29.04,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-04-01,29.29,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-05-01,30.91,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-06-01,31.55,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-07-01,17.97,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-08-01,18.11,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-09-01,14.06,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-10-01,32.6,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-11-01,16.75,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2023-12-01,16.79,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-01-01,31.73,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-02-01,18.97,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-03-01,21.6,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-04-01,22.11,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-05-01,21.98,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-06-01,22.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-07-01,12.83,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-08-01,12.76,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-09-01,12.84,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-10-01,13.28,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-11-01,14.96,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] white, matured",2024-12-01,11.72,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-01-01,11.47,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-02-01,11.86,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-03-01,11.86,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-04-01,11.86,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-05-01,11.67,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-06-01,12.2,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-07-01,12.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-08-01,12.62,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-09-01,10.12,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-10-01,10.05,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-11-01,10.81,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2020-12-01,10.61,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-01-01,10.29,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-02-01,10.72,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-03-01,11.46,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-04-01,12.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-05-01,12.75,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-06-01,12.71,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-07-01,12.85,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-08-01,13.16,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-09-01,13.37,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-10-01,13.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-11-01,13.89,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2021-12-01,14.13,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-01-01,13.42,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-02-01,13.47,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-03-01,13.65,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-04-01,14.14,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-05-01,14.18,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-06-01,14.34,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-07-01,14.37,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-08-01,14.39,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-09-01,14.69,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-10-01,17.05,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-11-01,17.27,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2022-12-01,18.25,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-01-01,18.31,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-02-01,18.26,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-03-01,16.74,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-04-01,16.65,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-05-01,16.72,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-06-01,16.73,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-07-01,16.76,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-08-01,16.9,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-09-01,13.34,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-10-01,15.41,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-11-01,17.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2023-12-01,17.63,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-01-01,19.66,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-02-01,19.6,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-03-01,21.29,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-04-01,20.29,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-05-01,16.32,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-06-01,19.16,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-07-01,12.61,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-08-01,13.51,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-09-01,12.69,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-10-01,13.42,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-11-01,12.88,corn
bangsamoro autonomous region in muslim mindanao (barmm),"corngrain [maize] yellow, matured",2024-12-01,11.68,corn
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-01-01,14.71,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-02-01,15.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-03-01,15.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-04-01,15.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-05-01,20.48,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-06-01,19.81,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-07-01,18.54,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-08-01,15.66,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-09-01,13.76,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-10-01,13.48,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-11-01,13.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-12-01,13.67,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-01-01,14.78,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-02-01,15.01,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-03-01,14.94,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-04-01,15.5,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-05-01,15.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-06-01,16.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-07-01,16.33,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-08-01,16.52,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-09-01,16.79,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-10-01,16.81,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-11-01,17.06,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-12-01,17.27,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-01-01,18.27,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-02-01,20.88,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-03-01,17.09,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-04-01,16.96,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-05-01,17.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-06-01,17.04,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-07-01,17.08,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-08-01,17.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-09-01,16.99,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-10-01,18.72,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-11-01,18.77,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-12-01,19.97,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-01-01,18.6,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-02-01,18.49,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-03-01,18.29,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-04-01,18.39,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-05-01,18.39,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-06-01,18.67,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-07-01,18.78,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-08-01,22.14,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-09-01,13.3,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-10-01,17.36,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-11-01,24.65,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2023-12-01,25.14,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-01-01,25.56,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-02-01,25.88,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-03-01,23.83,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-04-01,25.39,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-05-01,26.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-06-01,26.66,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-07-01,26.28,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-08-01,23.41,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-09-01,26.04,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-10-01,24.18,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-11-01,23.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),"palay [paddy] other variety, dry (conv. to 14% mc)",2024-12-01,23.59,rice
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-01-01,12.77,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-02-01,12.77,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-03-01,11.37,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-04-01,11.17,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-05-01,11.3,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-06-01,11.85,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-07-01,10.22,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-08-01,10.22,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-09-01,10.63,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-10-01,10.96,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-11-01,11.26,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2020-12-01,10.73,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-01-01,10.73,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-02-01,12.51,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-03-01,12.01,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-04-01,11.97,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-05-01,12.86,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-06-01,13.45,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-07-01,14.63,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-08-01,16.57,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-09-01,16.76,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-10-01,15.43,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-11-01,17.16,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2021-12-01,19.51,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-01-01,19.06,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-02-01,15.82,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-03-01,16.58,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-04-01,17.34,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-05-01,17.88,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-06-01,18.39,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-07-01,15.67,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-08-01,19.02,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-09-01,17.16,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-10-01,17.54,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-11-01,17.46,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2022-12-01,19.03,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-01-01,18.0,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-02-01,22.13,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-03-01,20.13,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-04-01,16.62,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-05-01,18.28,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-06-01,17.05,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-07-01,19.08,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-08-01,17.29,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-09-01,16.03,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-10-01,16.68,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-11-01,16.97,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2023-12-01,17.58,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-01-01,18.38,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-02-01,19.86,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-03-01,18.28,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-04-01,15.18,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-05-01,14.88,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-06-01,15.15,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-07-01,14.66,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-08-01,19.0,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-09-01,15.71,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-10-01,12.64,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-11-01,12.97,corn
cordillera administrative region (car),"corngrain [maize] yellow, matured",2024-12-01,11.18,corn
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-01-01,15.91,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-02-01,16.4,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-03-01,17.25,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-04-01,18.26,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-05-01,18.44,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-06-01,17.69,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-07-01,18.46,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-08-01,18.59,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-09-01,16.86,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-10-01,16.48,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-11-01,16.26,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2020-12-01,16.19,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-01-01,16.57,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-02-01,17.79,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-03-01,17.48,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-04-01,17.75,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-05-01,17.76,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-06-01,18.08,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-07-01,19.19,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-08-01,19.29,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-09-01,16.13,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-10-01,16.82,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-11-01,17.48,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2021-12-01,17.9,rice
cordillera administrative region (car),"palay [paddy] other variety, dry (conv. to 14% mc)",2022-01-01,17.68,rice
