Geolocation,Commodity,Date,Price,Commodity_Type
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2020-08-01,48.29,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2020-09-01,49.03,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2020-10-01,49.03,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2020-11-01,47.82,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2020-12-01,44.63,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-01-01,44.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-02-01,46.23,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-03-01,44.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-04-01,44.46,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-05-01,44.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-06-01,44.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-07-01,44.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-08-01,44.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-09-01,44.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-10-01,46.25,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-11-01,46.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2021-12-01,46.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-01-01,46.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-02-01,46.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-03-01,47.08,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-04-01,47.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-05-01,48.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-06-01,48.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-07-01,48.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-08-01,48.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-09-01,48.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-10-01,48.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-11-01,48.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2022-12-01,48.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-01-01,50.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-02-01,50.83,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-03-01,47.19,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-04-01,47.28,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-05-01,46.54,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-06-01,46.85,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-07-01,47.23,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-08-01,51.64,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-09-01,54.69,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-10-01,53.57,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-11-01,53.66,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2023-12-01,54.69,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-01-01,55.57,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-02-01,55.86,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-03-01,55.71,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-04-01,55.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-05-01,55.31,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-06-01,55.39,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-07-01,55.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-08-01,54.72,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-09-01,54.5,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-10-01,54.32,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-11-01,53.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),rice special,2024-12-01,53.15,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-01-01,40.6,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-02-01,40.6,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-03-01,40.6,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-04-01,40.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-05-01,40.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-06-01,40.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-07-01,38.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-08-01,38.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-09-01,38.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-10-01,38.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-11-01,37.82,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2020-12-01,33.88,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-01-01,34.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-02-01,35.78,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-03-01,34.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-04-01,34.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-05-01,34.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-06-01,34.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-07-01,34.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-08-01,34.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-09-01,34.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-10-01,37.25,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-11-01,39.09,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2021-12-01,40.46,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-01-01,41.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-02-01,41.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-03-01,41.86,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-04-01,42.14,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-05-01,42.51,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-06-01,42.4,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-07-01,43.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-08-01,43.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-09-01,43.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-10-01,43.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-11-01,43.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2022-12-01,43.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-01-01,44.31,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-02-01,45.28,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-03-01,42.62,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-04-01,42.7,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-05-01,42.38,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-06-01,42.78,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-07-01,43.24,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-08-01,47.47,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-09-01,50.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-10-01,49.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-11-01,49.39,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2023-12-01,49.81,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-01-01,50.18,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-02-01,50.39,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-03-01,50.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-04-01,50.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-05-01,50.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-06-01,49.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-07-01,49.5,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-08-01,48.63,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-09-01,48.85,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-10-01,48.57,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-11-01,46.93,rice
bangsamoro autonomous region in muslim mindanao (barmm),well milled rice (wmr),2024-12-01,46.34,rice
mimaropa region,corngrain yellow,2020-01-01,17.81,corn
mimaropa region,corngrain yellow,2020-02-01,17.71,corn
mimaropa region,corngrain yellow,2020-03-01,17.6,corn
mimaropa region,corngrain yellow,2020-04-01,18.64,corn
mimaropa region,corngrain yellow,2020-05-01,18.94,corn
mimaropa region,corngrain yellow,2020-06-01,19.2,corn
mimaropa region,corngrain yellow,2020-07-01,19.2,corn
mimaropa region,corngrain yellow,2020-08-01,19.53,corn
mimaropa region,corngrain yellow,2020-09-01,19.73,corn
mimaropa region,corngrain yellow,2020-10-01,19.58,corn
mimaropa region,corngrain yellow,2020-11-01,19.6,corn
mimaropa region,corngrain yellow,2020-12-01,19.6,corn
mimaropa region,corngrain yellow,2021-01-01,20.0,corn
mimaropa region,corngrain yellow,2021-02-01,20.08,corn
mimaropa region,corngrain yellow,2021-03-01,19.8,corn
mimaropa region,corngrain yellow,2021-04-01,18.2,corn
mimaropa region,corngrain yellow,2021-05-01,19.0,corn
mimaropa region,corngrain yellow,2021-06-01,20.6,corn
mimaropa region,corngrain yellow,2021-07-01,20.0,corn
mimaropa region,corngrain yellow,2021-08-01,20.79,corn
mimaropa region,corngrain yellow,2021-09-01,20.2,corn
mimaropa region,corngrain yellow,2021-10-01,19.65,corn
mimaropa region,corngrain yellow,2021-11-01,20.6,corn
mimaropa region,corngrain yellow,2021-12-01,21.0,corn
mimaropa region,corngrain yellow,2022-01-01,20.8,corn
mimaropa region,corngrain yellow,2022-02-01,20.8,corn
mimaropa region,corngrain yellow,2022-03-01,19.8,corn
mimaropa region,corngrain yellow,2022-04-01,19.95,corn
mimaropa region,corngrain yellow,2022-05-01,19.95,corn
mimaropa region,corngrain yellow,2022-06-01,20.2,corn
mimaropa region,corngrain yellow,2022-07-01,20.2,corn
mimaropa region,corngrain yellow,2022-08-01,20.2,corn
mimaropa region,corngrain yellow,2022-09-01,20.38,corn
mimaropa region,corngrain yellow,2022-10-01,20.58,corn
mimaropa region,corngrain yellow,2022-11-01,21.0,corn
mimaropa region,corngrain yellow,2022-12-01,21.0,corn
mimaropa region,corngrain yellow,2023-01-01,21.46,corn
mimaropa region,corngrain yellow,2023-02-01,22.13,corn
mimaropa region,corngrain yellow,2023-03-01,19.14,corn
mimaropa region,corngrain yellow,2023-04-01,18.33,corn
mimaropa region,corngrain yellow,2023-05-01,18.39,corn
mimaropa region,corngrain yellow,2023-06-01,19.44,corn
mimaropa region,corngrain yellow,2023-07-01,19.6,corn
mimaropa region,corngrain yellow,2023-08-01,19.6,corn
mimaropa region,corngrain yellow,2023-09-01,21.6,corn
mimaropa region,corngrain yellow,2023-10-01,22.0,corn
mimaropa region,corngrain yellow,2023-11-01,19.49,corn
mimaropa region,corngrain yellow,2023-12-01,19.69,corn
mimaropa region,corngrain yellow,2024-01-01,19.85,corn
mimaropa region,corngrain yellow,2024-02-01,22.08,corn
mimaropa region,corngrain yellow,2024-03-01,24.16,corn
mimaropa region,corngrain yellow,2024-04-01,27.25,corn
mimaropa region,corngrain yellow,2024-05-01,29.48,corn
mimaropa region,corngrain yellow,2024-06-01,31.25,corn
mimaropa region,corngrain yellow,2024-07-01,32.33,corn
mimaropa region,corngrain yellow,2024-08-01,32.48,corn
mimaropa region,corngrain yellow,2024-09-01,32.67,corn
mimaropa region,corngrain yellow,2024-10-01,32.6,corn
mimaropa region,corngrain yellow,2024-11-01,32.83,corn
mimaropa region,corngrain yellow,2024-12-01,33.0,corn
mimaropa region,corngrits yellow,2020-01-01,29.0,corn
mimaropa region,corngrits yellow,2020-02-01,29.0,corn
mimaropa region,corngrits yellow,2020-03-01,29.0,corn
mimaropa region,corngrits yellow,2020-04-01,29.0,corn
mimaropa region,corngrits yellow,2020-05-01,29.0,corn
mimaropa region,corngrits yellow,2020-06-01,29.0,corn
mimaropa region,corngrits yellow,2020-07-01,29.0,corn
mimaropa region,corngrits yellow,2020-08-01,29.0,corn
mimaropa region,corngrits yellow,2020-09-01,29.0,corn
mimaropa region,corngrits yellow,2020-10-01,29.0,corn
mimaropa region,corngrits yellow,2020-11-01,29.0,corn
mimaropa region,corngrits yellow,2020-12-01,29.0,corn
mimaropa region,corngrits yellow,2021-01-01,29.0,corn
mimaropa region,corngrits yellow,2021-02-01,29.0,corn
mimaropa region,corngrits yellow,2021-03-01,29.0,corn
mimaropa region,corngrits yellow,2021-04-01,29.73,corn
mimaropa region,corngrits yellow,2021-05-01,29.71,corn
mimaropa region,corngrits yellow,2021-06-01,29.73,corn
mimaropa region,corngrits yellow,2021-07-01,29.0,corn
mimaropa region,corngrits yellow,2021-08-01,29.75,corn
mimaropa region,corngrits yellow,2021-09-01,29.72,corn
mimaropa region,corngrits yellow,2021-10-01,29.0,corn
mimaropa region,corngrits yellow,2021-11-01,29.0,corn
mimaropa region,corngrits yellow,2021-12-01,29.0,corn
mimaropa region,corngrits yellow,2022-01-01,29.0,corn
mimaropa region,corngrits yellow,2022-02-01,29.0,corn
mimaropa region,corngrits yellow,2022-03-01,29.0,corn
mimaropa region,corngrits yellow,2022-04-01,29.0,corn
mimaropa region,corngrits yellow,2022-05-01,29.0,corn
mimaropa region,corngrits yellow,2022-06-01,29.0,corn
mimaropa region,corngrits yellow,2022-07-01,29.0,corn
mimaropa region,corngrits yellow,2022-08-01,29.0,corn
mimaropa region,corngrits yellow,2022-09-01,29.0,corn
mimaropa region,corngrits yellow,2022-10-01,29.0,corn
mimaropa region,corngrits yellow,2022-11-01,29.0,corn
mimaropa region,corngrits yellow,2022-12-01,34.0,corn
mimaropa region,corngrits yellow,2023-01-01,34.0,corn
mimaropa region,corngrits yellow,2023-02-01,34.0,corn
mimaropa region,corngrits yellow,2023-03-01,34.92,corn
mimaropa region,corngrits yellow,2023-04-01,35.0,corn
mimaropa region,corngrits yellow,2023-05-01,35.0,corn
mimaropa region,corngrits yellow,2023-06-01,35.0,corn
mimaropa region,corngrits yellow,2023-07-01,35.0,corn
mimaropa region,corngrits yellow,2023-08-01,35.0,corn
