Geolocation,Commodity,Date,Price,Commodity_Type
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2023-10-01,52.57,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2023-11-01,53.32,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2023-12-01,52.86,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-01-01,53.15,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-02-01,53.87,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-03-01,54.01,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-04-01,54.38,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-05-01,54.03,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-06-01,53.46,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-07-01,52.8,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-08-01,51.98,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-09-01,52.19,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-10-01,52.0,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-11-01,51.81,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, regular-milled, 1 kg",2024-12-01,52.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-01-01,52.33,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-02-01,52.09,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-03-01,52.18,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-04-01,52.5,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-05-01,53.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-06-01,53.43,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-07-01,53.18,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-08-01,52.88,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-09-01,53.11,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-10-01,53.13,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-11-01,52.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2020-12-01,52.97,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-01-01,52.88,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-02-01,53.41,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-03-01,53.47,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-04-01,53.54,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-05-01,53.46,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-06-01,53.35,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-07-01,53.83,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-08-01,55.85,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-09-01,56.55,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-10-01,56.7,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-11-01,56.83,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2021-12-01,56.51,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-01-01,56.6,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-02-01,56.68,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-03-01,56.7,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-04-01,56.82,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-05-01,56.84,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-06-01,57.01,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-07-01,57.36,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-08-01,57.63,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-09-01,58.06,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-10-01,57.86,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-11-01,57.91,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2022-12-01,57.72,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-01-01,57.99,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-02-01,57.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-03-01,57.59,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-04-01,57.65,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-05-01,58.16,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-06-01,59.08,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-07-01,59.31,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-08-01,60.12,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-09-01,67.23,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-10-01,68.46,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-11-01,66.87,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2023-12-01,66.98,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-01-01,66.7,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-02-01,67.07,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-03-01,66.82,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-04-01,66.28,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-05-01,65.2,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-06-01,64.49,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-07-01,64.54,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-08-01,63.76,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-09-01,62.52,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-10-01,62.44,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-11-01,62.61,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, special, 1 kg",2024-12-01,61.9,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-01-01,42.02,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-02-01,41.97,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-03-01,42.01,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-04-01,42.86,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-05-01,43.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-06-01,44.45,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-07-01,44.38,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-08-01,44.02,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-09-01,44.05,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-10-01,44.03,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-11-01,43.78,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2020-12-01,43.85,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-01-01,43.83,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-02-01,43.57,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-03-01,43.58,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-04-01,43.43,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-05-01,43.42,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-06-01,43.51,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-07-01,43.69,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-08-01,45.47,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-09-01,46.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-10-01,46.64,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-11-01,47.02,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2021-12-01,46.24,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-01-01,46.72,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-02-01,46.8,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-03-01,47.51,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-04-01,47.63,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-05-01,47.38,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-06-01,47.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-07-01,48.38,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-08-01,48.28,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-09-01,48.37,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-10-01,47.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-11-01,47.95,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2022-12-01,47.75,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-01-01,47.54,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-02-01,47.54,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-03-01,47.83,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-04-01,48.02,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-05-01,48.26,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-06-01,48.64,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-07-01,48.81,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-08-01,50.64,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-09-01,58.31,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-10-01,58.64,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-11-01,56.81,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2023-12-01,57.23,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-01-01,57.25,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-02-01,58.25,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-03-01,58.56,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-04-01,58.41,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-05-01,57.92,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-06-01,56.8,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-07-01,57.27,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-08-01,56.59,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-09-01,56.32,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-10-01,56.14,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-11-01,56.1,rice
bangsamoro autonomous region in muslim mindanao (barmm),"rice, well-milled, 1 kg",2024-12-01,55.73,rice
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-01-01,7.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-02-01,7.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-03-01,7.71,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-04-01,7.8,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-05-01,7.98,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-06-01,8.23,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-07-01,8.59,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-08-01,8.59,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-09-01,8.59,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-10-01,8.59,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-11-01,8.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2020-12-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-01-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-02-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-03-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-04-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-05-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-06-01,8.33,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-07-01,8.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-08-01,8.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-09-01,8.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-10-01,8.5,corn
bangsamoro autonomous region in muslim mindanao (barmm),"whole corn on the cob, native, 1 kg",2021-11-01,8.5,corn
