"Geolocation","Commodity Description","2020 Jan","2020 Feb","2020 Mar","2020 Apr","2020 May","2020 Jun","2020 Jul","2020 Aug","2020 Sep","2020 Oct","2020 Nov","2020 Dec","2021 Jan","2021 Feb","2021 Mar","2021 Apr","2021 May","2021 Jun","2021 Jul","2021 Aug","2021 Sep","2021 Oct","2021 Nov","2021 Dec","2022 Jan","2022 Feb","2022 Mar","2022 Apr","2022 May","2022 Jun","2022 Jul","2022 Aug","2022 Sep","2022 Oct","2022 Nov","2022 Dec","2023 Jan","2023 Feb","2023 Mar","2023 Apr","2023 May","2023 Jun","2023 Jul","2023 Aug","2023 Sep","2023 Oct","2023 Nov","2023 Dec","2024 Jan","2024 Feb","2024 Mar","2024 Apr","2024 May","2024 Jun","2024 Jul","2024 Aug","2024 Sep","2024 Oct","2024 Nov","2024 Dec"
"..MIMAROPA Region","01.1.1.12 - Rice",88.2018340863851,88.0058535320083,86.8069963949042,91.0552281088906,94.4397393741508,96.2904342935401,96.5235542268097,96.9243086826452,97.3272602421079,97.6640576468174,97.2056506310213,95.9103354048903,93.0127219831262,92.6918952650707,93.1225186249348,93.4303857526407,93.2040885450036,92.8300392555259,92.3348377929020,92.3348377929020,92.3348377929020,92.4050185372535,92.5177250270606,92.5493220651348,93.3628922300083,95.2554704671389,93.8499398750340,94.2704818419447,93.3737570693094,92.9525085692783,93.4094708552646,96.3356327624894,96.7800400922803,97.9429194617015,98.9267151982409,98.8590906222951,99.1473590283288,98.7209236979988,99.2568447849418,100.1136147889550,101.0382430909450,101.8900253101400,102.6969906323760,103.1410442177540,108.3730145350330,107.3279951540790,107.2539062735890,109.7193396211360,110.3960108109070,114.3532093310070,121.9595581615260,120.9228438107060,121.0228873152600,121.1592384732620,121.8076381852180,121.0443844478610,120.3009607752850,117.7050597501830,112.2510701632330,109.1195885721850
"..MIMAROPA Region","01.1.1.16 - Corn",138.0012070698950,138.9853611352180,139.4284357839250,140.0330537506880,141.1139046630820,141.1387192556190,142.4946336678860,139.9860141717000,139.2696087808580,141.8615128036290,144.4944175862880,159.0212442144780,161.3593117052710,162.5433731833600,169.1234870166420,168.8964791546370,169.5331054588030,169.9169208452810,169.0630977759990,169.0630977759990,169.0630977759990,169.4368810201490,169.7067332519490,170.5908598974930,172.0782712816360,175.0900445957180,174.5725220470120,174.7807386986590,176.4158243692940,179.3975337503090,180.3931154242770,180.7338690637960,182.3816053331870,183.9188896741340,188.9361531157220,192.3694027664280,194.0404516830810,195.9621338260100,198.1437777528830,198.4433524789530,197.5770149728380,197.2689890420560,201.3537195065390,195.0505917443510,196.9952119399020,197.6456165399730,191.4330233975770,191.4657776710240,192.4117999807760,193.8196245030040,194.1649025719840,198.8224477119940,198.9777023969600,196.5054513167480,198.3069653741500,195.8975437135060,196.5172522011850,199.2430171510710,200.9630273524300,201.2156619721250
"..Region V (Bicol Region)","01.1.1.12 - Rice",89.9456122715681,89.6770069513475,89.2090326654472,90.2140272790232,91.7871991586924,92.6421253253325,92.8186437888627,92.9926358609639,92.5585672161840,92.8079335192969,93.2163038656930,92.8344376055667,93.2116448038818,92.5477951843966,93.7213313559671,93.3838666501901,92.3869500584949,92.5992186876172,92.7642325106114,92.7642325106114,92.7642325106114,92.9375659110297,92.9101423285432,93.1025466660282,93.3378928018192,93.9123823821126,94.8684786828783,94.6867066689868,94.3413112438218,94.3314691607547,94.6405497947216,94.8664894956880,94.6564479291108,94.3794079017986,94.6559455351593,94.9405538571994,94.7850816276176,95.4472575626945,95.4529398584403,96.3940814695489,96.8986230946808,96.9393689143747,97.2972017055910,101.5457152257580,111.8410521835280,109.0540192413310,115.6798181436940,121.9135800837690,126.9791872971790,127.8930381288970,130.4653669059660,128.6266130751730,125.1043192635180,125.1720652749520,124.3230424320780,122.9530104464480,123.9964524399710,123.1086292806890,122.3124344279040,119.6968163484350
"..Region V (Bicol Region)","01.1.1.16 - Corn",99.1871392626027,98.3028375080386,99.9402466704721,103.1849725773930,104.0128020684360,105.2069965882350,108.7769749576260,108.9850576427140,110.0272020131460,108.3290089547350,109.6243506359660,111.9882124558130,110.9187274716980,108.8327199084500,105.5751988450430,107.6312492378540,109.1111140757290,109.0691504658300,109.6538448543370,109.6538448543370,109.6538448543370,109.6538448543370,109.6538448543370,109.8267606775940,110.0745778829590,109.5430757090340,109.0556415843230,108.5521037438580,109.1396517748590,109.7275673049510,110.9614886880160,112.7735305734770,111.9319679557630,113.8047836068360,113.7648343548330,114.5018298973530,116.5523132805980,117.1027052149890,117.4232388774840,118.5473303206510,118.9247007236640,120.6135887230850,119.5224193801720,121.0851277522340,123.1936365468780,124.0543461034700,127.7014129905800,127.3713954419930,129.1826244833680,129.2596996949580,129.1203859498170,129.6572976060060,130.4998126601900,129.8983370934010,130.2348140561060,131.7562747527390,131.5838215775060,133.9013375854610,135.7017107643900,135.8735567698290
"..Region VI (Western Visayas)","01.1.1.12 - Rice",91.8647252672848,90.8208534528740,91.1286938943602,92.5687444399393,92.8005205217380,92.9771978567674,93.2029540499566,92.8442288385502,92.6299261707943,92.2214987067836,91.3251309635753,90.8251807939476,88.2410477391161,88.8118821787333,88.6197441480182,88.8434914719460,88.7183833413646,88.8420430775853,88.8787932296333,88.5804311109354,86.3148715952021,87.0241717774462,87.1252860510517,87.1001382105453,87.7856718040572,89.4018782070838,90.7911182154526,90.6937425616084,91.1287211881695,92.5511702868417,92.9351582695150,92.8308727887221,92.3296809865535,92.0640204591747,92.4968071027816,92.6448966859216,92.5593001642576,92.3452867814031,92.8401896510608,93.5928710676317,95.7281173689715,96.3171154773400,97.6252282758420,100.3951854427800,103.0169983210020,98.6547226246525,100.6209751773290,103.6754931288700,105.6419199458480,108.5819439271970,110.7963485108390,112.7032893665720,115.2538173349750,116.1890900539760,116.0638687370540,115.8266310175170,115.7213804620160,116.0248234374690,113.5958106588980,112.3803233280440
"..Region VI (Western Visayas)","01.1.1.16 - Corn",109.2211780718110,112.1968722687250,111.6858752492560,111.3786805387890,110.7885908234890,111.5160226762900,110.3658943326010,110.4028560258180,111.1777368020520,112.6982333232470,115.2808525214790,115.3338625278240,115.6900873737120,115.5172629979800,116.4011306058470,115.5115933529190,114.9735761160720,115.5222670799150,118.5686426155050,118.3183828397750,125.7893774069860,133.1075145097680,136.7801156099830,136.5792429676290,140.4917040305790,141.7470371463660,144.6154272197260,147.1588657607410,147.6313923299460,146.7585979984870,146.7677071599150,148.6911181256110,150.8175089610150,162.7959138355490,166.4236187080220,167.1984377118700,165.9403784754790,167.3552620181520,169.1438363842920,168.8602292320760,168.8144440450320,167.2539001771350,167.3918617845090,168.9391522691480,170.6654892942730,171.3775703422970,171.6375311673010,171.7718235590500,172.5144663497130,173.6396228783890,173.6217381926490,175.0514981211230,174.9831984301550,176.1700093678800,176.3643986963540,176.7588297361370,177.1103638924480,178.0447303493650,178.6803366364010,180.2969649726990
"..Region VII (Central Visayas)","01.1.1.12 - Rice",89.0491645974898,88.2481573850684,88.2061150175006,90.3385383901771,92.6974341853227,94.8022130395573,93.4988156821279,92.6057814592268,92.0028987843108,91.5107873221117,90.7262823688355,90.8531110298281,89.9005638750429,88.6938036683972,88.3941821481650,87.2277603527672,88.5183450426895,88.1804359768513,88.7850789855417,91.0082728856684,88.7235326551477,88.9601883440565,89.4775195201799,88.1045384290177,89.9272591044843,90.7289397994510,90.0263441677114,89.2792331163002,89.4417356535260,88.9021506678586,89.1531598783421,90.6900621802400,90.9598034108416,90.3871929405593,90.3037397495096,90.5740690753985,90.6284789072761,90.8636265810705,91.1381348541335,92.2846228426994,92.7043258022434,92.2720254676282,92.8159262663368,97.4026793725067,104.3262760460940,100.9202341045370,104.0689781984860,106.9098381115520,109.8482307881030,110.5572997203600,110.7251444329570,111.2364921861550,110.5800620889330,110.9886155337900,110.8014308645300,110.0552136036190,109.9269855000770,109.8182426950750,109.3370580671490,107.6402670533400
"..Region VII (Central Visayas)","01.1.1.16 - Corn",98.4646965180548,97.3973481279604,96.9100380445829,97.3428860096096,98.0571771342866,99.3275652730907,100.4701013797820,102.1699818003060,102.1746251020850,102.0197127420280,101.5330977935600,101.0037985152590,100.9750305662120,101.1758242314360,99.4300267498724,107.5945542975910,112.8998233217510,110.8152006330900,99.9747409084245,105.8654573029170,111.3175595864490,114.7024147454160,120.5372915703160,120.1451983473840,160.8228796823630,171.9293969644670,173.4707623934540,177.7243519189020,179.9158859431080,180.1495420568390,177.7757981020070,180.1227515090520,174.5525396060880,181.4966474641340,182.4876145624620,179.5409402019960,183.7808066721180,181.8869221503820,179.2310373470790,174.3123889454660,171.8000116465060,171.0699538203390,179.0727695733670,148.5190025427370,157.4144283620950,150.9285964083940,146.1904493808740,148.5627542017680,147.1799008350900,149.6037607366150,148.1412877684660,148.8953513811430,173.7082953997950,201.7798691009540,228.6460867133950,193.9052363601150,158.7880263892180,178.2441999755540,176.8291344879200,170.5301503037600
"..Region VIII (Eastern Visayas)","01.1.1.12 - Rice",91.2586906219092,91.0726364958517,91.2805849520058,91.1503996923442,90.3093847072752,90.4480244064684,90.8969665611406,91.1122418016806,92.0824155105759,91.6262395796873,91.0439829366394,90.9664381392474,91.2840958539775,91.4471698328867,91.2438768058522,91.9949836675704,94.0013714695925,93.4313134443065,93.0979194227377,94.1837121926655,94.9598259759751,95.1213969565792,94.5620582287448,95.1990052352158,95.7694036874384,96.1320592762952,94.8391298322507,94.8488116487219,95.3438096619136,94.9721910827059,95.8249123615993,96.3550851398684,95.6645876273374,96.0183907402322,96.5918517649201,97.5617730678897,96.2948698044728,96.6858616834539,98.0001682793701,98.4963338943904,98.3947294083674,98.1934197382536,99.0527476799130,100.4520618245660,110.8258935564170,109.4529731723710,111.1163885728590,117.5235442798650,123.2224466286950,123.6616875764380,123.7367825337440,122.9906402884240,120.8761725776240,120.4520603414630,119.6946668957180,118.1597676323990,118.7191454459840,118.7492241618420,118.9772780339880,118.1442168356410
"..Region VIII (Eastern Visayas)","01.1.1.16 - Corn",101.8962900165120,101.8893985249090,102.0846008318230,102.0626296947290,102.1617177041410,102.0097337507780,102.0437284127940,101.5509982202620,97.4945423168385,97.2784885431262,97.2240343940588,97.2495609416907,92.8808187228777,92.9846005886149,93.0357089167419,93.0317141922650,93.0497146419332,93.1262533280121,93.1319469021946,93.1319469021946,93.1319469021946,92.7821179414203,92.9670700470851,93.3471582640400,93.4732417518082,95.6676122571451,96.6144405076921,96.6791617006321,96.8124593020358,97.5029461490620,98.1577167814582,98.2147339759869,100.1864408773990,100.2451557402250,100.3751215900810,100.4418853777730,100.8029898840970,100.7234748731080,100.8323581251630,100.8696422202800,100.9827022538020,100.9910245964620,100.9993469391220,101.2399268094640,101.3903521966180,101.6063455491720,102.5989040154110,103.1390475455790,106.4197587984720,106.4385406599280,106.7172128485750,106.8558936320900,106.7490290263430,106.7024948621380,106.7157304868940,106.7617493958550,107.6877243640960,107.7761383374660,107.5053817214070,107.1845257659520
"..Region IX (Zamboanga Peninsula)","01.1.1.12 - Rice",91.0644395132070,89.4433437408164,87.7178847198154,88.8329185749040,90.6778789724706,90.6403937771967,91.0545509520474,89.6699691860089,87.8612818387608,85.8676140769782,81.8494862895192,83.1939122460706,83.7146487990676,83.5148366621855,83.9176512766613,83.3169071576558,82.3834773302315,82.7971650437183,83.0366881542514,81.3926930394515,81.8086106876150,82.4610902428873,82.7370647250787,83.0478906991887,82.9973679508485,82.8659698362766,82.8676448634690,82.8590363287515,83.3062567988286,84.5763746752698,84.8823170707574,84.2733989595833,83.7076275975479,82.7392165741906,82.8195345249483,83.9943246901554,84.2849973655509,84.1550602755108,85.3073208330692,86.4855295148203,88.1607061941202,87.8520012014161,89.0849571700829,94.7629559213720,111.7125703807350,101.6373402865040,104.5636157912590,107.2405370727310,109.4932334412860,109.4872711380520,110.4264613691040,109.9422342194680,108.8541500210650,109.4015673739400,109.1901341979030,109.3449602030250,108.8522972598070,108.0573242923210,105.7842334645070,104.5916545790750
"..Region IX (Zamboanga Peninsula)","01.1.1.16 - Corn",96.3909797883357,94.7552567103625,92.2402175008476,92.9887918751925,94.7919912214866,94.6325727279501,94.8699129730777,93.6356576349521,90.9370425577046,87.7977388567965,84.9850342302900,85.8963694431890,83.8546225939560,87.3784720625501,89.3961220372702,93.9724059776435,101.9953529517620,103.5596071814680,109.2196703455340,108.6060378585570,105.1305899148840,106.4417751067160,105.9082072718260,105.7724268087510,105.9480613621880,106.0854384288080,102.9317686191430,106.3568480580080,111.7501244037370,113.0288599981550,114.3440884769040,114.8852748914050,116.5927359328430,116.8969976024860,118.4401656936350,118.6540859720330,120.3805087229850,118.8752767147260,117.6696475091440,117.8406259807340,118.8680548855800,119.0195068138980,121.5078118504250,125.2802497520880,129.0415334496990,128.5296383269140,128.0368813983700,128.7578870706810,128.1219800843370,130.4430895281160,131.5732466492720,133.2202571386220,133.2724099831240,135.6254800541560,139.2376715071520,143.8802812979900,138.6777310347080,131.2065173203710,125.7892134029030,121.4278165760040
"..Region X (Northern Mindanao)","01.1.1.12 - Rice",94.4600578517260,93.6541494817726,91.7940620363882,91.9161672495178,92.1852460516071,93.1085580070067,93.6378866597425,93.1559094545392,92.6616523255053,91.1980673957497,91.1980673957497,90.2641961168082,90.1462492305557,91.5431875290121,90.8376590373094,91.0738538573066,90.6775546351953,90.1246154718456,90.3484435504130,90.3902147484067,89.6459760199301,89.1265048256858,88.1176828015548,87.3151743738083,87.7052887057341,88.2250891305012,88.5283435246838,89.0003001617613,89.3717108678058,89.8035475699213,90.5315349843319,90.3200273705607,91.3149393510505,91.1419313060017,92.0964947766383,92.2797832793244,92.2311813314352,92.2627570806660,91.7814807604722,92.2122030350328,92.6882416944542,92.8221506449592,93.7249057185960,100.0840315632450,120.5892101263840,110.4654678398120,109.0971645266060,115.5721361143670,114.5764784387730,117.2368966865710,118.1304405315470,120.1672995686650,119.3464299503990,119.3077504635210,119.7173328449110,118.4557138901710,118.7017581387220,119.1774478091760,116.7400748021500,117.0787433826350
"..Region X (Northern Mindanao)","01.1.1.16 - Corn",91.1397292452595,89.0155131957205,87.9132149396346,90.4760239629657,91.6429355544012,93.6177864239860,93.6792648664559,93.9934613819569,92.6022721135471,90.8791587507829,90.6949623395193,90.2565144102257,90.2603862068404,89.4195433664916,91.1022900285018,93.9679915867712,100.0673181636750,103.3456767694650,105.9292539847060,105.9313551836140,104.7460571657380,106.2301527382560,106.2477375193250,107.6573011043750,108.0875961296610,108.0640039096960,107.5245620997310,108.8355973096710,110.5562992393360,111.2821608884060,113.1737761414120,114.5555074470580,115.9852456054560,117.3839259394190,117.7643448070740,119.2381177992170,120.3874014814990,119.7146416962690,118.8486813159460,118.9513667800460,119.8806052297660,120.4813653576410,120.2206410913540,120.6515390772400,124.8380691644250,124.0874094543430,124.2185160217400,124.5323727579320,123.6030834049530,123.8350900293690,125.0395651620980,126.4312773690330,134.5603980275120,140.2350078981810,145.6042179837140,149.8210110518820,149.6492315641810,143.7743712988560,136.1695956472310,135.5029453421160
"..Region XI (Davao Region)","01.1.1.12 - Rice",84.8901949622007,83.9766072534892,84.0220520010448,91.3068133648565,91.6799737813794,91.2384866276742,90.2041501594503,89.6613569108701,89.0635740139563,87.1455397257941,84.9908709051676,84.2807420968128,83.2210917026288,82.0384432502248,82.7795993099120,84.6709517816754,85.1315936866393,85.9515459798825,85.9035403894449,87.4266819770252,86.8641124225804,87.1353846047228,84.7252422070525,84.5201804168705,84.8703156036237,85.2557472323869,85.1299076044377,86.9277746827151,87.7995697252861,89.5813746369764,89.2302950669666,88.8348768186045,89.0765528441364,89.5557851623308,89.9685771420431,88.9207404493918,88.5725233548050,88.0721930094888,88.8928559682718,89.9849458019209,90.8548967878512,91.8380528354852,93.8954779501141,97.5799568785694,111.9046836271040,107.9243479021860,111.2866392367280,112.9603771911080,115.7539075871650,116.8658328750680,117.0919339632560,116.5895636826110,116.2915388164740,116.8200587714800,116.4872959528380,117.5201564649560,117.2266063259060,116.0704833665810,112.8969367202890,111.0971257695400
